name,created_at,screen_name,text,category,party,region,display_text_width,is_retweet,favorite_count,retweet_count,location,followers_count,friends_count,listed_count,statuses_count
Senator Jerry Moran,2022-04-12T16:08:51Z,JerryMoran,"Congratulations to Dr. Shipp on being selected to lead @pittstate. The university is vital to southeast Kansas and its strong community, and I look forward to working with him at the helm.
https://t.co/oJyYirEUIL",,republican,midwest,212,FALSE,4,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-08T21:32:09Z,JerryMoran,Happy International Roma Day! I extend my best wishes to Romani-Americans in KS and around the country as we recognize &amp; celebrate the heritage of Europe’s largest ethnic minority. The U.S. will continue to support the human rights of the Romanis and uphold their unique culture.,,republican,midwest,283,FALSE,14,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-07T19:17:22Z,JerryMoran,"For rural Kansans, the Postal Service is the glue that keeps them connected to the rest of the country and an indispensable piece of infrastructure that serves businesses &amp; families across our state. I'm pleased @POTUS signed this legislation into law.
https://t.co/OajxpUMqXE",,republican,midwest,280,FALSE,27,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-07T15:42:06Z,JerryMoran,Veterans who require a caregiver because of a mental health condition or brain injury deserve an evaluation &amp; assessment process equivalent to veterans that have suffered physical health conditions. The RESPECT Act will help VA quickly provide timely resources to our caregivers. https://t.co/uDgrXxN77M,,republican,midwest,283,FALSE,33,17,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-07T13:43:29Z,JerryMoran,"Only a team that sees the glass half full could come back after being down by 16 points and clinch the victory. This speaks to @KUHoops' perseverance &amp; belief in themselves.  
 
It's moments like these that Kansans remember forever, and I share the excitement of all Jayhawk fans. https://t.co/AHUCEGf6Ur",,republican,midwest,284,FALSE,31,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-06T22:04:00Z,JerryMoran,"Watching the biggest comeback in the history of the championship game was nerve-racking and an incredible feat of teamwork, heart and perseverance. 
 
Congrats to @CoachBillSelf &amp; @KUHoops on winning this year’s @NCAA title. Pleased to honor this team's victory in the Senate. https://t.co/voYpXMlDVt",,republican,midwest,280,FALSE,25,6,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-06T17:24:44Z,JerryMoran,"We have homegrown solutions to our energy challenges, and this administration is refusing to accept or pursue any of them.
 
It’s time for America to become energy independent again by utilizing an all-of-the-above approach for America and the world. https://t.co/iVnamOc6fq",,republican,midwest,250,FALSE,30,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-06T13:34:27Z,JerryMoran,"For six weeks the Health Care for Burn Pit Veterans Act has sat in the House rather than being sent to the President’s desk.

It is the quickest way to make certain sick veterans suffering from the effects of toxic substances are immediately eligible for life-saving health care. https://t.co/ADe5GlO5I7",,republican,midwest,279,FALSE,27,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-05T03:54:13Z,JerryMoran,"Congratulations to @CoachBillSelf and @KUHoops on winning this year’s NCAA men’s basketball championship and KU’s fourth NCAA title! 

What a comeback! #RockChalk https://t.co/GVv5Xl4IcD",,republican,midwest,162,FALSE,48,10,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-05T03:43:04Z,JerryMoran,What a comeback! #RockChalk,,republican,midwest,27,FALSE,89,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-04-02T00:56:45Z,JerryMoran,You're on. @RogerMarshallMD and I will bet some famous Kansas City BBQ on @KUHoops making it to the championship. #RockChalk all the way! https://t.co/Mb7d6UUxDf,,republican,midwest,137,FALSE,33,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-31T19:07:44Z,JerryMoran,"I am of the view that we change the world one soul, one student, one person at a time. Education is one of the most impactful ways we can do that, and I appreciate President Scott’s dedication to serving @pittstate  students and the community at large over the past 30 years. https://t.co/l2B7nF50IT",,republican,midwest,275,FALSE,9,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-31T18:51:25Z,JerryMoran,Releasing oil from the Strategic Petroleum Reserve is not a long-term solution to achieving energy independence. President Biden must embrace an all-of-the-above strategy to increase energy production where our domestic oil and gas producers play a role. https://t.co/DBp26hiOnH,,republican,midwest,254,FALSE,13,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-31T13:28:02Z,JerryMoran,"Since the day he took office, President Biden has weakened US energy independence with proposals, policies and nominees that blame the fossil fuel industry for his administration’s missteps and out-of-touch aspirations, further harming an industry we need now more than ever. https://t.co/phBsqsaTNm",,republican,midwest,275,FALSE,18,9,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-30T18:37:20Z,JerryMoran,"While the DOJ is reviewing its earlier decision to not criminally charge the FBI agents who knew of USA Gymnastics Larry Nassar’s abuse, did nothing, and then lied about their inaction in violation of their sworn duty and the law, the DOJ’s response cannot end there. https://t.co/38dMEM5KTg",,republican,midwest,267,FALSE,59,23,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-29T22:25:07Z,JerryMoran,"I visited the @VVMF on our National Mall this evening to pay tribute to all of our Vietnam veterans at the memorial built in their honor. To those with us now and to those who have left us, thank you.

#NationalVietnamWarVeteransDay https://t.co/fmMJrOJbPW",,republican,midwest,232,FALSE,47,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-29T20:51:19Z,JerryMoran,"When we were in Eastern Europe, Ukrainians pleaded for the military equipment they have been promised by the United States. 

The @WhiteHouse needs to provide answers on what lethal aid has been provided and when the rest will reach Ukraine. https://t.co/e0RE1xV9Je",,republican,midwest,241,FALSE,13,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-29T15:33:15Z,JerryMoran,"On #NationalVietnamWarVeteransDay, we honor the brave men and women who made the ultimate sacrifice and thank those veterans who did not receive a proper welcome home following their service.  

📸 Moving Vietnam Wall in Kansas, October 2021 https://t.co/pGfPYGgnSq",,republican,midwest,240,FALSE,3,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-27T20:47:05Z,JerryMoran,"Congratulations to @CoachBillSelf and @KUHoops, NCAA men’s basketball’s all-time winningest program, on making the school’s 16th #FinalFour. 

What a second half! On to New Orleans! #RockChalk https://t.co/GzyrURa4fn",,republican,midwest,192,FALSE,37,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-26T15:22:09Z,JerryMoran,"Members of @4H are invested in their communities and represent the future of Kansas. Thanks to Annika of Wamego, Corey of Girard, Sukesh of Kingman, Katrina of Wichita &amp; Jaden of Sylvan Grove for representing our great state and for speaking with me in the Capitol this #AgWeek. https://t.co/KCloWO7V6p",,republican,midwest,282,FALSE,14,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-24T23:25:16Z,JerryMoran,Cyber-attacks continue to pose a serious threat to our national security. It's vital our next generation of cybersecurity professionals have the skills and training they need to be effective on the frontlines of protecting our nation from cyber-attacks. https://t.co/ojeYL0O1B3,,republican,midwest,253,FALSE,10,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-24T17:56:43Z,JerryMoran,"Currently 45 million people across 43 countries are on the brink of famine.

I spoke on the Senate Floor today – one month since Vladimir Putin’s invasion began – to bring greater awareness to one of the most pressing consequences of this unprovoked war. https://t.co/u2qn99awoU",,republican,midwest,254,FALSE,13,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-24T16:19:52Z,JerryMoran,"TUNE IN: Speaking on the Senate Floor about this and the worsening hunger crisis resulting from Vladimir Putin's assault on Ukraine.
https://t.co/iI3QqZaaqA",,republican,midwest,156,FALSE,6,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-24T14:50:49Z,JerryMoran,"Human spirit defies all expectations, and the Ukrainian people are a testament to that resilience. U.S. failure in our obligations to assist Ukraine would be immoral, deadly and damning. 

Promised aid means nothing. We must provide resources now.
https://t.co/wt0NLpSG10",,republican,midwest,271,FALSE,29,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-23T19:54:39Z,JerryMoran,"Throughout her distinguished career in public service and after she left the State Department, she worked to address global hunger, advocated for education and worked to increase our country’s security through diplomacy and tackling the root causes of conflicts abroad.",,republican,midwest,269,FALSE,6,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-23T19:54:38Z,JerryMoran,"Secretary Madeleine Albright was an inspiration to all, including women around the world, and was extremely generous in her support of young people pursuing public service careers.

She was a giant in her field and always gracious to me in the conversations we had. https://t.co/AtybROQoa9",,republican,midwest,265,FALSE,26,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-23T17:00:21Z,JerryMoran,Congratulations to Wichita's @sunrisehoops senior @gradey_dick on his selection as Gatorade National Player of the Year. I look forward to watching him play for @KUHoops next year. https://t.co/0FYLILSFc4,,republican,midwest,180,FALSE,55,9,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-22T19:22:09Z,JerryMoran,"Spoke with Will Rues of La Crosse and Gerrit Dangermond of Oskaloosa, this year’s U.S. Senate Youth Program Kansas delegates. Pleased they have the opportunity to represent our state and learn more about government and the legislative process here in our nation's capital. https://t.co/TaGt3S573D",,republican,midwest,272,FALSE,16,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-22T17:23:20Z,JerryMoran,"For the first time in over 50 years, a Moon rocket has made its way to the launch pad! This historic moment brings us one step closer to returning to the lunar surface! Our return will truly be the ultimate homecoming! https://t.co/4OunLayf5H",,republican,midwest,139,TRUE,0,433,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-22T15:24:03Z,JerryMoran,"To the farmers, ranchers, agriculture workers and all who steward our land and waters, thank you.

Recognizing all you do to feed, fuel and foster the United States and the world this #NationalAgDay. https://t.co/dmXo5UQUTL",,republican,midwest,199,FALSE,29,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-21T22:32:39Z,JerryMoran,"We must make certain we are providing the people of Ukraine with the tools to succeed – enough military and humanitarian aid to not just survive, but to win.

There is not a moment to lose. A slow march of bureaucratic policies and efforts does not save lives – it costs lives. https://t.co/8ifxzTMYMr",,republican,midwest,277,FALSE,22,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-21T19:18:24Z,JerryMoran,"Vladimir Putin is reckless and immoral, and America ought to do everything it can to ensure that Ukraine can not only fight back, but can win. 
 
Discussing what I saw in Eastern Europe this weekend with @FoxNews. https://t.co/1cBLphauEx",,republican,midwest,213,FALSE,36,11,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-21T18:20:05Z,JerryMoran,SOON: Joining @FoxNews and @AmericaRpts' @johnrobertsFox regarding my visit to Eastern Europe to discuss America's role in alleviating this humanitarian disaster. Every day matters in this fight against Putin’s aggression. https://t.co/vhTdH7SwN5,,republican,midwest,222,FALSE,5,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-21T17:29:12Z,JerryMoran,"Proud to co-chair the Senate Down Syndrome Caucus on @WorldDSDay and every day to promote awareness, education, research and opportunity, and to celebrate the amazing contributions this vibrant community brings to our country and to the world. #WDSD2022",,republican,midwest,253,FALSE,11,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-20T12:58:02Z,JerryMoran,Visited with Kansas soldiers from Manhattan and Maize at Wiesbaden Army Airfield. I thank our servicemembers who are currently stationed in Europe as they assist partner nations during Putin’s invasion of Ukraine. https://t.co/YJlX1NX8o3,,republican,midwest,213,FALSE,42,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T22:41:25Z,JerryMoran,"Dry conditions have led to dangerous grassfires in Kansas today. I'm monitoring the situation, but encourage Kansans to follow weather updates in their area.

Stay up-to-date and stay safe. https://t.co/I2SAjnPecH",,republican,midwest,189,FALSE,5,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T20:55:16Z,JerryMoran,"I saw this Ukrainian orphan’s story on @CNN last week, and he has been on my mind since.

America has a special role in this world. Sometimes it's easy to look away. But we must not. When we do, we often leave the world a much more difficult and deadly place. https://t.co/G4Vr4PzjHJ",,republican,midwest,259,FALSE,30,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T19:23:55Z,JerryMoran,"This week, my Congressional Gold Medal Act for @SixTripleEight was signed into law. 

I asked the @usmint to expedite production to make certain the remaining 6 women who served in the #WWII Six Triple Eight battalion can accept this medal on behalf of their fellow soldiers. https://t.co/Kxm1Z4At1k",,republican,midwest,275,FALSE,16,6,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T16:58:38Z,JerryMoran,"The United States of America needs to do more today than what we’ve done to date—to give Ukraine a greater fighting chance, not only to survive, but to win. https://t.co/4zFlnvuESP",,republican,midwest,156,FALSE,39,12,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T15:26:18Z,JerryMoran,"The United States has the capability to provide further resources to Ukrainians through defensive military equipment, food aid and medical supplies. We must demonstrate through our actions that we stand with Ukraine and our European allies in the fight for democracy.",,republican,midwest,267,FALSE,12,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-16T15:26:18Z,JerryMoran,"Pres. Zelenskyy’s address to Congress was a powerful &amp; moving reminder that the U.S. must continue to take action to aid Ukraine in its fight against Russia’s unprovoked attack, assist refugees fleeing Ukraine, support our NATO allies &amp; make certain Putin pays for his aggression.",,republican,midwest,288,FALSE,52,7,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-15T21:35:28Z,JerryMoran,It is inappropriate for unelected bureaucrats to advocate using the power of an apolitical institution to achieve political ends. The Senate Banking Committee did its job in vetting a nominee for one of the most powerful posts for financial regulation.,,republican,midwest,252,FALSE,15,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-15T21:35:28Z,JerryMoran,"Due to bipartisan opposition, Sarah Bloom Raskin withdrew her nomination to be the Federal Reserve’s Vice Chair for Supervision. This sends a clear message to the Biden admin: Americans deserve apolitical nominees to lead the supervision of our financial system &amp; institutions.",,republican,midwest,281,FALSE,32,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:15:54Z,JerryMoran,"Thank you to @POTUS for acting quickly to sign this legislation into law, to @SenJackyRosen, @RepGwenMoore &amp; @RepLaTurner for leading this effort with me &amp; to Col. Edna Cummings for her tireless work advocating for the @SixTripleEight to be honored on behalf of a grateful nation.",,republican,midwest,288,FALSE,4,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:15:54Z,JerryMoran,"Though the odds were set against them, the women of the #SixTripleEight processed millions of letters and packages during their deployment in Europe, helping connect WWII soldiers with their loved ones back home – like my father and mother.",,republican,midwest,240,FALSE,3,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:15:53Z,JerryMoran,"The women of the @SixTripleEight have earned a special place in history for their service to our nation, and as of today - nearly 80 years after their service - their sacrifice is enshrined into law with the highest distinction Congress can bestow. https://t.co/a4o3ldLgKv",,republican,midwest,248,FALSE,17,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:13:48Z,JerryMoran,"This is a fitting tribute during #WomensHistoryMonth for the only all-black, all-female battalion to serve overseas during World War II.
 
Their role in clearing out an overwhelming backlog of mail helped ensure American troops received letters from home to boost their morale.",,republican,midwest,277,FALSE,4,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:13:47Z,JerryMoran,It has been an honor to meet members of the battalion and help lead this effort to recognize these women with the highest expression of national appreciation from Congress.,,republican,midwest,172,FALSE,3,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T17:13:47Z,JerryMoran,"SIGNED INTO LAW: This morning, President @JoeBiden signed my legislation to award the @SixTripleEight with a Congressional Gold Medal. https://t.co/JiWv8uT4b7",,republican,midwest,134,FALSE,19,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-14T15:05:44Z,JerryMoran,Congratulations to Kansan Dan Cnossen and #TeamUSA on this incredible gold-medal finish. The grit of our Paralympic team sets an example for athletes everywhere. https://t.co/fpoYQ6GN27,,republican,midwest,161,FALSE,11,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-11T20:18:15Z,JerryMoran,"To George, life was gift and the length of it not guaranteed. During his time on this Earth, he bettered his hometown of Pittsburg, made countless memories with his family and friends, and was always ready for an adventure.
 
I spoke on the floor in memory of George Nettels. https://t.co/S2L6CGWezw",,republican,midwest,275,FALSE,17,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-11T04:31:53Z,JerryMoran,"As millions of Ukrainians are displaced by the violence, the humanitarian assistance provided by Congress will help these innocent people by providing emergency shelter resources and food aid.",,republican,midwest,192,FALSE,12,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-11T04:31:52Z,JerryMoran,"After a Congress-wide call with President Zelenskyy earlier this week, it was important that the FY2022 appropriations package included much-needed emergency assistance for Ukraine – including resources for military equipment – as Putin continues his unprovoked and unjust war.",,republican,midwest,277,FALSE,18,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-11T03:50:25Z,JerryMoran,"At a time in which certain groups are calling to defund the police, in which the work and dedication of men and women in blue is questioned, I have &amp; will continue to be an advocate for our law enforcement officers.

Pleased to secure FY2022 resources for Kansas law enforcement. https://t.co/ke44DzKBQv",,republican,midwest,283,FALSE,30,5,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-10T22:29:09Z,JerryMoran,"Following her murder, Roger worked to bring his daughter, Ali's, killer to justice and fostered a program that has since trained more than 70k girls and women across the country – no doubt saving more than one life. 

I spoke on the floor this afternoon in memory of Roger Kemp. https://t.co/WTRBMDW65u",,republican,midwest,278,FALSE,13,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-10T19:18:48Z,JerryMoran,"In towns across our state, the Post Office is an anchor of the community. It’s why I have been involved with efforts to implement smart reforms for USPS throughout my time in Congress. Read more about the bipartisan reform bill that passed in the @KCStar:
https://t.co/7oNq1VLBnK",,republican,midwest,279,FALSE,17,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-10T15:42:33Z,JerryMoran,"Ways President Biden can help lower the price of gas over time:
 
→ allow for new drilling leases on federal lands and waters
→ lessen burdensome regulations and tax increases on domestic oil and gas producers
→ reinstate the keystone pipeline",,republican,midwest,243,FALSE,22,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-10T15:42:33Z,JerryMoran,"Price of gas a year ago: $2.77
Price of gas a month ago: $3.44
Price of gas today: $4.31
https://t.co/MIYjiDAoUC",,republican,midwest,112,FALSE,48,15,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-09T22:53:13Z,JerryMoran,"Congrats to @SmokyHillEd’s Pamela Kraus on her selection to serve as one of this year’s @SpaceFoundation Teacher Liaisons - a group of just 26 elite educators from around the globe. 

Wonderful to see Kansans fostering space education and inspiring the next generation.",,republican,midwest,269,FALSE,7,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-09T18:30:09Z,JerryMoran,"“University leaders have widely credited Sen. Jerry Moran, (R-Kan.), through his appointments on defense and appropriation committees, for helping draw the U.S. military’s attention to Wichita.”

Read more about from the @ICTBizJournal:
https://t.co/ftVSkJ4Kse",,republican,midwest,260,FALSE,12,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-09T16:01:31Z,JerryMoran,Small-town banks support &amp; advance Kansas communities. Great to chat with @KBAPresident this morning at the #ABASummit about my ECORA Act that will help sustain the presence of rural banks by making them more competitive and able to meet the financing needs of their customers. https://t.co/Y385TauIHr,,republican,midwest,281,FALSE,17,3,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-09T00:24:07Z,JerryMoran,"The contributions of women here in America and around the world make our world a better place, and they create a brighter future for the next generation of women &amp; men. https://t.co/t7PQP26tsI",,republican,midwest,172,FALSE,2,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-08T23:50:11Z,JerryMoran,"For as long as I’ve served in Congress, I've advocated for sensible reforms that ensure the Postal Service’s stability.

USPS is the glue that keeps rural Kansas connected to the rest of the country. Pleased we are one step closer to getting this reform across the finish line. https://t.co/bw8xbHVXgH",,republican,midwest,277,FALSE,18,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-08T19:33:19Z,JerryMoran,"A journey of resilience and persistence.

Encouraging all to learn more about Topeka native, former SEAL and gold medalist Dan Cnossen, and his journey to the Paralympic Games.
https://t.co/dewEXgIoqE",,republican,midwest,200,FALSE,6,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-08T17:27:48Z,JerryMoran,"While it’s past time for President Biden’s ban on the U.S. purchase of Russian oil, this is the right step. Now his admin must take steps to unleash U.S. energy production. If not, gas prices will continue to rise &amp; we will be reliant on our adversaries for energy production.",,republican,midwest,280,FALSE,62,11,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-08T17:27:02Z,JerryMoran,"Ahead of SOTU, I urged @POTUS to ban the United States' purchase of Russian oil, calling for an energy embargo with @RogerMarshallMD. 

My response to President Biden’s move to finally ban the United States' purchase of Russian oil and stop funding Putin's war chest below. https://t.co/8AZljxAkZJ",,republican,midwest,273,FALSE,10,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-06T18:26:30Z,JerryMoran,"Good luck to our Kansas teams playing in the @TheMIAA championships today! 

1pm CT - @FHSUWBB Tigers take on Missouri Southern

3:30pm CT - Washburn's @IchabodMBB face off against Northwest Missouri

#MIAAMadness | #DefendTheFort | #GoBods",,republican,midwest,240,FALSE,12,1,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-05T21:22:27Z,JerryMoran,"I’m monitoring the ongoing grass fires in Reno County and Harvey County this afternoon and have been in touch with county emergency managers in the area.

Thank you to the first responders working to control the fires and quickly evacuate residents. https://t.co/Djdciu5nRN",,republican,midwest,249,FALSE,14,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-05T18:19:12Z,JerryMoran,He requested more defensive assistance and that we embargo all Russian oil. We must continue to support Ukraine’s defense of its freedom and hold Russia accountable for its actions - and that includes immediately banning Russian oil.,,republican,midwest,233,FALSE,194,50,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-05T18:19:11Z,JerryMoran,"Just got off a call with President Zelenskyy and my Senate colleagues.
 
President Zelenskyy's bravery and leadership has been an inspiration to the world in uniting against Vladimir Putin.",,republican,midwest,189,FALSE,95,8,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-05T14:56:27Z,JerryMoran,"Russia's invasion of Ukraine has disrupted global ag markets. As the immediate &amp; long-term effects on Ukraine’s agriculture sector become clearer, the U.S. should supply these unfulfilled markets now.
 
Urging @USDA to prioritize export assistance &amp; int'l food aid programs. https://t.co/01eHiBZNfq",,republican,midwest,282,FALSE,27,6,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-04T18:26:42Z,JerryMoran,"Just spoke with FBI leaders for an update regarding the shooting at Olathe East High School this morning. Federal officers are on the scene and providing assistance to local officers. Please follow @OlathePolice for up-to-date information, including a reunification site. https://t.co/MoArMEJOBy",,republican,midwest,271,FALSE,17,15,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-04T17:36:20Z,JerryMoran,"I am praying for those injured and want to thank the brave law enforcement officers who responded quickly today. I’m thankful all students have been reported safe at this time.

For the latest updates, please follow @OlathePolice and @olatheschools. https://t.co/JAFcSLbF5b",,republican,midwest,249,FALSE,31,11,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-03T22:01:07Z,JerryMoran,"Sarah Bloom Raskin has repeatedly lacked candor with @BankingGOP throughout her nomination process.

The Biden administration claims the need to ensure “revolving door” influence peddlers are not nominated to senior government positions.

We need answers or a new nominee. https://t.co/KwBMXfdebg",,republican,midwest,272,FALSE,10,2,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-02T20:32:14Z,JerryMoran,"The Biden admin must promote solutions that prioritize home-grown energy &amp; keep money out of the pockets of our adversaries. 

Diminishing fossil-fuel development here not only contradicts Biden's ""Buy American"" promise, it hands one of our most strategic weapons back to Putin. https://t.co/P0xuRwEBKN",,republican,midwest,282,FALSE,77,22,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-02T18:37:05Z,JerryMoran,"Thank you to John, Trevor and Cara with @NASSP for discussing the challenges you are facing and for sharing inspiring stories of the impact teachers have on students in the classroom. The world is changed one student at a time by one teacher at a time. https://t.co/rabuIBUuMS",,republican,midwest,252,FALSE,29,9,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-02T03:48:18Z,JerryMoran,My response to President Biden’s #SOTU address: https://t.co/cq1gaKkbQf,,republican,midwest,47,FALSE,62,10,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-02T02:54:28Z,JerryMoran,"In 2021, the U.S. purchased nearly 700k barrels of oil and petroleum a day from Russia. 

If President Biden's policy of ""Buy American"" applied across the board, America would not be financing Vladimir Putin's invasion of Ukraine.

America must be energy independent. #SOTU",,republican,midwest,273,FALSE,91,18,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T21:55:23Z,JerryMoran,"Putin’s invasion of Ukraine must be a wake-up call to POTUS to maximize home-grown energy - a move to boost jobs at home &amp; keep money out of the pockets of our adversaries.

Today, I teamed up w/ @RogerMarshallMD on legislation that would ban the import of Russian oil.",,republican,midwest,273,FALSE,87,11,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T21:54:57Z,JerryMoran,"The United States cannot continue subsidizing Vladimir Putin's unprovoked invasion of Ukraine. 

Ahead of the #SOTU, we are calling on President Biden to ban the U.S. purchase of Russian oil and implement an all-of-the-above approach to American energy independence. https://t.co/QNZcz2Mif5",,republican,midwest,266,FALSE,19,4,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T18:13:46Z,JerryMoran,"Vladimir Putin is solely responsible for the invasion of Ukraine, and this tragedy must be a wake-up call for the US.

When it comes to defense spending, energy production and humanitarian assistance, our commitments to these issues demonstrate our commitment to global security. https://t.co/x4GfAzGU3P",,republican,midwest,279,FALSE,30,11,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T15:54:38Z,JerryMoran,"The #SixTripleEight cleared a heavy mail backlog in Europe during WWII - facing challenges &amp; discrimination as the only black women who answered the call to serve overseas.

I was honored to celebrate their service as this bill now heads to the President’s desk for signature. https://t.co/oJNSaeowhT",,republican,midwest,280,FALSE,13,6,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T00:09:40Z,JerryMoran,"The #SixTripleEight was the only all-black, all-female battalion to serve overseas during WWII. They cleared out an overwhelming backlog of mail, ensuring American troops received letters from home to boost morale.

They have earned a special place in history for their service. https://t.co/ke7fJaWB26",,republican,midwest,278,FALSE,40,6,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-03-01T00:09:39Z,JerryMoran,"BREAKING: The U.S. House just passed my legislation to award the women of the #SixTripleEight the Congressional Gold Medal – the highest honor Congress can bestow. After passing the Senate on April 30, 2021, this bill now heads to the President’s desk for signature. https://t.co/4Q8zI6S81u",,republican,midwest,266,FALSE,54,14,Kansas,118482,3098,2378,7277
Senator Jerry Moran,2022-02-28T22:25:59Z,JerryMoran,"This morning, I joined @Fox4KansasCity to discuss Vladimir Putin’s unprovoked invasion of Ukraine.

Putin is a thug and is solely responsible for the invasion of Ukraine. As the Senate convenes this evening, Russia’s invasion must be met with severe and unified consequences. https://t.co/c7hyiuaWHm",,republican,midwest,275,FALSE,58,12,Kansas,118482,3098,2378,7277
